SampleID,Group,watershedCode,Location,Metacode,Species,Species_code,SiteID,Creek,Sampling_Year,Starting_Material,Path,NewPath
Y170089CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170089CAR_RA.sort.flt.bam,bamsY170089CAR_RA.sort.flt.bam
Y170090CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170090CAR_RA.sort.flt.bam,bamsY170090CAR_RA.sort.flt.bam
Y170091CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170091CAR_RA.sort.flt.bam,bamsY170091CAR_RA.sort.flt.bam
Y170092CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170092CAR_RA.sort.flt.bam,bamsY170092CAR_RA.sort.flt.bam
Y170093CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170093CAR_RA.sort.flt.bam,bamsY170093CAR_RA.sort.flt.bam
Y170094CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170094CAR_RA.sort.flt.bam,bamsY170094CAR_RA.sort.flt.bam
Y170095CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170095CAR_RA.sort.flt.bam,bamsY170095CAR_RA.sort.flt.bam
Y170096CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170096CAR_RA.sort.flt.bam,bamsY170096CAR_RA.sort.flt.bam
Y170097CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170097CAR_RA.sort.flt.bam,bamsY170097CAR_RA.sort.flt.bam
Y170098CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170098CAR_RA.sort.flt.bam,bamsY170098CAR_RA.sort.flt.bam
Y170099CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170099CAR_RA.sort.flt.bam,bamsY170099CAR_RA.sort.flt.bam
Y170100CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170100CAR_RA.sort.flt.bam,bamsY170100CAR_RA.sort.flt.bam
Y170101CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170101CAR_RA.sort.flt.bam,bamsY170101CAR_RA.sort.flt.bam
Y170102CAR_RA,CARSON,CAR,East Fork Poison Flat Creek,CAR_EFPoison,Lahontan Cutthroat Trout,LCT,CARSON,East Fork,2017,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y170102CAR_RA.sort.flt.bam,bamsY170102CAR_RA.sort.flt.bam
Y160001CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160001CAR_RA.sort.flt.bam,bamsY160001CAR_RA.sort.flt.bam
Y160002CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160002CAR_RA.sort.flt.bam,bamsY160002CAR_RA.sort.flt.bam
Y160003CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160003CAR_RA.sort.flt.bam,bamsY160003CAR_RA.sort.flt.bam
Y160004CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160004CAR_RA.sort.flt.bam,bamsY160004CAR_RA.sort.flt.bam
Y160005CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160005CAR_RA.sort.flt.bam,bamsY160005CAR_RA.sort.flt.bam
Y160006CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160006CAR_RA.sort.flt.bam,bamsY160006CAR_RA.sort.flt.bam
Y160007CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160007CAR_RA.sort.flt.bam,bamsY160007CAR_RA.sort.flt.bam
Y160008CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160008CAR_RA.sort.flt.bam,bamsY160008CAR_RA.sort.flt.bam
Y160009CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160009CAR_RA.sort.flt.bam,bamsY160009CAR_RA.sort.flt.bam
Y160010CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160010CAR_RA.sort.flt.bam,bamsY160010CAR_RA.sort.flt.bam
Y160011CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160011CAR_RA.sort.flt.bam,bamsY160011CAR_RA.sort.flt.bam
Y160012CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160012CAR_RA.sort.flt.bam,bamsY160012CAR_RA.sort.flt.bam
Y160013CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160013CAR_RA.sort.flt.bam,bamsY160013CAR_RA.sort.flt.bam
Y160014CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160014CAR_RA.sort.flt.bam,bamsY160014CAR_RA.sort.flt.bam
Y160015CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160015CAR_RA.sort.flt.bam,bamsY160015CAR_RA.sort.flt.bam
Y160016CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160016CAR_RA.sort.flt.bam,bamsY160016CAR_RA.sort.flt.bam
Y160017CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160017CAR_RA.sort.flt.bam,bamsY160017CAR_RA.sort.flt.bam
Y160018CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160018CAR_RA.sort.flt.bam,bamsY160018CAR_RA.sort.flt.bam
Y160019CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160019CAR_RA.sort.flt.bam,bamsY160019CAR_RA.sort.flt.bam
Y160020CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160020CAR_RA.sort.flt.bam,bamsY160020CAR_RA.sort.flt.bam
Y160021CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160021CAR_RA.sort.flt.bam,bamsY160021CAR_RA.sort.flt.bam
Y160022CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160022CAR_RA.sort.flt.bam,bamsY160022CAR_RA.sort.flt.bam
Y160023CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160023CAR_RA.sort.flt.bam,bamsY160023CAR_RA.sort.flt.bam
Y160024CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160024CAR_RA.sort.flt.bam,bamsY160024CAR_RA.sort.flt.bam
Y160025CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160025CAR_RA.sort.flt.bam,bamsY160025CAR_RA.sort.flt.bam
Y160026CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160026CAR_RA.sort.flt.bam,bamsY160026CAR_RA.sort.flt.bam
Y160029CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160029CAR_RA.sort.flt.bam,bamsY160029CAR_RA.sort.flt.bam
Y160030CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160030CAR_RA.sort.flt.bam,bamsY160030CAR_RA.sort.flt.bam
Y160031CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160031CAR_RA.sort.flt.bam,bamsY160031CAR_RA.sort.flt.bam
Y160032CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160032CAR_RA.sort.flt.bam,bamsY160032CAR_RA.sort.flt.bam
Y160033CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160033CAR_RA.sort.flt.bam,bamsY160033CAR_RA.sort.flt.bam
Y160034CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160034CAR_RA.sort.flt.bam,bamsY160034CAR_RA.sort.flt.bam
Y160035CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160035CAR_RA.sort.flt.bam,bamsY160035CAR_RA.sort.flt.bam
Y160036CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160036CAR_RA.sort.flt.bam,bamsY160036CAR_RA.sort.flt.bam
Y160037CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160037CAR_RA.sort.flt.bam,bamsY160037CAR_RA.sort.flt.bam
Y160038CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160038CAR_RA.sort.flt.bam,bamsY160038CAR_RA.sort.flt.bam
Y160039CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160039CAR_RA.sort.flt.bam,bamsY160039CAR_RA.sort.flt.bam
Y160040CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160040CAR_RA.sort.flt.bam,bamsY160040CAR_RA.sort.flt.bam
Y160041CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160041CAR_RA.sort.flt.bam,bamsY160041CAR_RA.sort.flt.bam
Y160042CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160042CAR_RA.sort.flt.bam,bamsY160042CAR_RA.sort.flt.bam
Y160043CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160043CAR_RA.sort.flt.bam,bamsY160043CAR_RA.sort.flt.bam
Y160044CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160044CAR_RA.sort.flt.bam,bamsY160044CAR_RA.sort.flt.bam
Y160045CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160045CAR_RA.sort.flt.bam,bamsY160045CAR_RA.sort.flt.bam
Y160047CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160047CAR_RA.sort.flt.bam,bamsY160047CAR_RA.sort.flt.bam
Y160048CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160048CAR_RA.sort.flt.bam,bamsY160048CAR_RA.sort.flt.bam
Y160049CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160049CAR_RA.sort.flt.bam,bamsY160049CAR_RA.sort.flt.bam
Y160050CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160050CAR_RA.sort.flt.bam,bamsY160050CAR_RA.sort.flt.bam
Y160051CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160051CAR_RA.sort.flt.bam,bamsY160051CAR_RA.sort.flt.bam
Y160052CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160052CAR_RA.sort.flt.bam,bamsY160052CAR_RA.sort.flt.bam
Y160053CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160053CAR_RA.sort.flt.bam,bamsY160053CAR_RA.sort.flt.bam
Y160054CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160054CAR_RA.sort.flt.bam,bamsY160054CAR_RA.sort.flt.bam
Y160055CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160055CAR_RA.sort.flt.bam,bamsY160055CAR_RA.sort.flt.bam
Y160056CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160056CAR_RA.sort.flt.bam,bamsY160056CAR_RA.sort.flt.bam
Y160057CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160057CAR_RA.sort.flt.bam,bamsY160057CAR_RA.sort.flt.bam
Y160058CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160058CAR_RA.sort.flt.bam,bamsY160058CAR_RA.sort.flt.bam
Y160059CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160059CAR_RA.sort.flt.bam,bamsY160059CAR_RA.sort.flt.bam
Y160060CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160060CAR_RA.sort.flt.bam,bamsY160060CAR_RA.sort.flt.bam
Y160061CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160061CAR_RA.sort.flt.bam,bamsY160061CAR_RA.sort.flt.bam
Y160062CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160062CAR_RA.sort.flt.bam,bamsY160062CAR_RA.sort.flt.bam
Y160063CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160063CAR_RA.sort.flt.bam,bamsY160063CAR_RA.sort.flt.bam
Y160064CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160064CAR_RA.sort.flt.bam,bamsY160064CAR_RA.sort.flt.bam
Y160065CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160065CAR_RA.sort.flt.bam,bamsY160065CAR_RA.sort.flt.bam
Y160066CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160066CAR_RA.sort.flt.bam,bamsY160066CAR_RA.sort.flt.bam
Y160067CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160067CAR_RA.sort.flt.bam,bamsY160067CAR_RA.sort.flt.bam
Y160068CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160068CAR_RA.sort.flt.bam,bamsY160068CAR_RA.sort.flt.bam
Y160069CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160069CAR_RA.sort.flt.bam,bamsY160069CAR_RA.sort.flt.bam
Y160070CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160070CAR_RA.sort.flt.bam,bamsY160070CAR_RA.sort.flt.bam
Y160071CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160071CAR_RA.sort.flt.bam,bamsY160071CAR_RA.sort.flt.bam
Y160072CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160072CAR_RA.sort.flt.bam,bamsY160072CAR_RA.sort.flt.bam
Y160073CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160073CAR_RA.sort.flt.bam,bamsY160073CAR_RA.sort.flt.bam
Y160074CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160074CAR_RA.sort.flt.bam,bamsY160074CAR_RA.sort.flt.bam
Y160076CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160076CAR_RA.sort.flt.bam,bamsY160076CAR_RA.sort.flt.bam
Y160077CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160077CAR_RA.sort.flt.bam,bamsY160077CAR_RA.sort.flt.bam
Y160078CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160078CAR_RA.sort.flt.bam,bamsY160078CAR_RA.sort.flt.bam
Y160079CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160079CAR_RA.sort.flt.bam,bamsY160079CAR_RA.sort.flt.bam
Y160080CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160080CAR_RA.sort.flt.bam,bamsY160080CAR_RA.sort.flt.bam
Y160081CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160081CAR_RA.sort.flt.bam,bamsY160081CAR_RA.sort.flt.bam
Y160082CAR_RA,HEENAN,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160082CAR_RA.sort.flt.bam,bamsY160082CAR_RA.sort.flt.bam
Y160001IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160001IPL_RA.sort.flt.bam,bamsY160001IPL_RA.sort.flt.bam
Y160003IPL_RA,IPL,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160003IPL_RA.sort.flt.bam,bamsY160003IPL_RA.sort.flt.bam
