SampleID,Group,watershedCode,Location,Metacode,Species,Species_code,SiteID,Creek,Sampling_Year,Starting_Material
Y210008WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210009WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210010WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210011WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210012WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210013WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210014WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210015WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210016WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210017WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210018WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210019WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210020WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210021WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210022WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210023WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Murphy Creek,2020,fin clips
Y210024WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210025WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210026WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210027WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210028WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210029WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210030WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y210031WKR_RA,WALK,MCT,MurphyCreek,WALK_Murphy,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200121WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200122WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200123WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200124WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200125WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200126WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200127WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200128WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200129WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200130WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200131WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200132WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200133WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200134WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200135WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200136WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200137WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Silver Creek,2020,fin clips
Y200139WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200140WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200141WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200142WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200143WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200144WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200145WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200146WKR_RA,WALK,SLV,SilverCreek,WALK_Silver,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200001WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200002WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200003WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200004WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200005WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200006WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200007WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200008WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200009WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200010WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200011WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200012WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200013WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200014WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200015WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200016WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200017WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200018WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200019WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200020WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Slinkard Creek,2020,fin clips
Y200021WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200022WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200023WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200024WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200026WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200028WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200029WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200030WKR_RA,WALK,SKD,SKD,WALK_Slink,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200031WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200032WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200033WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200034WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200035WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200036WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200037WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200038WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200039WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200040WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200041WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200042WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200043WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200044WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200045WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200046WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200047WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200048WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200049WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200050WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200051WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200052WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200053WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200054WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200055WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200056WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200057WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200058WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200059WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
Y200060WKR_RA,WALK,WLF,WLF,WALK_Wolf,Lahontan Cutthroat Trout,LCT,WALKER,Wolf Creek,2020,fin clips
