SampleID,Group,watershedCode,Location,Metacode,Species,Species_code,SiteID,Creek,Sampling_Year,Starting_Material,Path,NewPath,Aligned,Filtered,Coverage,Diff,NewGroup
Y160041IPL_RA,Independence L.,IPL,IPL,INDEPEN,Lahontan Cutthroat Trout,LCT,IPL,Independence Lake,2016,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW03_libPla4/Y160041IPL_RA.sort.flt.bam,bams/Y160041IPL_RA.sort.flt.bam,NA,905679,0.0608892,698093,Independence L.
Y160016CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160016CAR_RA.sort.flt.bam,bams/Y160016CAR_RA.sort.flt.bam,NA,1502684,0.100462,101088,Heenan L.
Y160029CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160029CAR_RA.sort.flt.bam,bams/Y160029CAR_RA.sort.flt.bam,NA,1866488,0.123408,262716,Heenan L.
Y160033CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160033CAR_RA.sort.flt.bam,bams/Y160033CAR_RA.sort.flt.bam,NA,1392719,0.0924454,211053,Heenan L.
Y160037CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160037CAR_RA.sort.flt.bam,bams/Y160037CAR_RA.sort.flt.bam,NA,1510325,0.101053,93447,Heenan L.
Y160043CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160043CAR_RA.sort.flt.bam,bams/Y160043CAR_RA.sort.flt.bam,NA,1616499,0.107179,12727,Heenan L.
Y160047CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160047CAR_RA.sort.flt.bam,bams/Y160047CAR_RA.sort.flt.bam,NA,1618901,0.107939,15129,Heenan L.
Y160048CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160048CAR_RA.sort.flt.bam,bams/Y160048CAR_RA.sort.flt.bam,NA,1398313,0.0926739,205459,Heenan L.
Y160049CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160049CAR_RA.sort.flt.bam,bams/Y160049CAR_RA.sort.flt.bam,NA,1324672,0.0880842,279100,Heenan L.
Y160051CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160051CAR_RA.sort.flt.bam,bams/Y160051CAR_RA.sort.flt.bam,NA,1674210,0.11111,70438,Heenan L.
Y160054CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160054CAR_RA.sort.flt.bam,bams/Y160054CAR_RA.sort.flt.bam,NA,1351545,0.0902779,252227,Heenan L.
Y160057CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160057CAR_RA.sort.flt.bam,bams/Y160057CAR_RA.sort.flt.bam,NA,1807224,0.120551,203452,Heenan L.
Y160058CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160058CAR_RA.sort.flt.bam,bams/Y160058CAR_RA.sort.flt.bam,NA,1521107,0.101075,82665,Heenan L.
Y160060CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160060CAR_RA.sort.flt.bam,bams/Y160060CAR_RA.sort.flt.bam,NA,1661157,0.110582,57385,Heenan L.
Y160061CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160061CAR_RA.sort.flt.bam,bams/Y160061CAR_RA.sort.flt.bam,NA,1434827,0.0956302,168945,Heenan L.
Y160063CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160063CAR_RA.sort.flt.bam,bams/Y160063CAR_RA.sort.flt.bam,NA,1545576,0.103012,58196,Heenan L.
Y160064CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW01_libPla2/Y160064CAR_RA.sort.flt.bam,bams/Y160064CAR_RA.sort.flt.bam,NA,1434125,0.0959695,169647,Heenan L.
Y160073CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160073CAR_RA.sort.flt.bam,bams/Y160073CAR_RA.sort.flt.bam,NA,1646157,0.110376,42385,Heenan L.
Y160077CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160077CAR_RA.sort.flt.bam,bams/Y160077CAR_RA.sort.flt.bam,NA,1335765,0.0899346,268007,Heenan L.
Y160080CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160080CAR_RA.sort.flt.bam,bams/Y160080CAR_RA.sort.flt.bam,NA,1590254,0.107152,13518,Heenan L.
Y160081CAR_RA,Heenan L.,CAR_HL,HL,HEENAN,Lahontan Cutthroat Trout,LCT,HEENAN,Heenan Lake,2010,Extracted DNA,/home/amilzz/amilzz/data/alignCDFW02_libPla3/Y160081CAR_RA.sort.flt.bam,bams/Y160081CAR_RA.sort.flt.bam,NA,1387784,0.09308,215988,Heenan L.
